time,ensemble_survival,MTE,RPD,surface,config,seed,sim_mode,W2,MMD,drift_coeff_error,cov_coeff_error
0.5,0.6599999666213989,2.301180752840909,1.335945490650646,paraboloid,baseline,4042,end_to_end,,,0.7795950174331665,0.7424083352088928
1.0,0.38499999046325684,2.2661497438108764,1.1137692823767158,paraboloid,baseline,4042,end_to_end,1.5993644309051955,0.18461906909942627,0.5983000993728638,0.9259416460990906
2.0,0.08500000089406967,,,paraboloid,baseline,4042,end_to_end,2.3286887028592043,0.3427831828594208,,
3.0,0.04999999701976776,,,paraboloid,baseline,4042,end_to_end,2.1455656738125626,0.26055535674095154,,
4.0,0.014999999664723873,,,paraboloid,baseline,4042,end_to_end,2.4693851480828237,0.31211867928504944,,
5.0,0.0,,,paraboloid,baseline,4042,end_to_end,,,,
0.1,1.0,0.4820512008666992,0.5956161533845911,paraboloid,T+F,4042,learned_latent,,,,
0.2,0.9899999499320984,0.6108282455290207,0.5251693712336064,paraboloid,T+F,4042,learned_latent,,,,
0.5,0.8999999761581421,0.947023688422309,0.5497925465112706,paraboloid,T+F,4042,learned_latent,,,,
1.0,0.7149999737739563,1.0242860167176573,0.5034169983267169,paraboloid,T+F,4042,learned_latent,1.7614454201409397,0.23070500791072845,,
2.0,0.4650000035762787,,,paraboloid,T+F,4042,learned_latent,2.0259781321821753,0.24435611069202423,,
3.0,0.29499998688697815,,,paraboloid,T+F,4042,learned_latent,2.322604658816777,0.3212222754955292,,
4.0,0.17999999225139618,,,paraboloid,T+F,4042,learned_latent,2.104550726547947,0.2816648483276367,,
5.0,0.11499999463558197,,,paraboloid,T+F,4042,learned_latent,2.17071298574365,0.2754942774772644,,
0.1,0.949999988079071,1.3181826139751234,1.628729181843526,paraboloid,T+F,4042,end_to_end,,,0.05756824463605881,0.05059279873967171
0.2,0.8399999737739563,1.684152330671038,1.4479769510234615,paraboloid,T+F,4042,end_to_end,,,0.07063670456409454,0.038768596947193146
0.5,0.5649999976158142,2.13903011895914,1.2418092921477422,paraboloid,T+F,4042,end_to_end,,,0.08071532845497131,0.03568990156054497
1.0,0.3100000023841858,2.150352724136845,1.0568572606288398,paraboloid,T+F,4042,end_to_end,1.544495098013817,0.2169477641582489,0.09736062586307526,0.04727322980761528
2.0,0.0949999988079071,,,paraboloid,T+F,4042,end_to_end,2.1741198950338227,0.31617578864097595,,
3.0,0.03500000014901161,,,paraboloid,T+F,4042,end_to_end,2.0389916420955427,0.24097953736782074,,
4.0,0.009999999776482582,,,paraboloid,T+F,4042,end_to_end,2.349469793522704,0.28088611364364624,,
5.0,0.0,,,paraboloid,T+F,4042,end_to_end,,,,
0.1,1.0,0.4835070037841797,0.5974149244118944,paraboloid,T+F+K,4042,learned_latent,,,,
0.2,0.9899999499320984,0.5935599201857441,0.5103226518338974,paraboloid,T+F+K,4042,learned_latent,,,,
0.5,0.8999999761581421,0.937113783094618,0.5440393724857364,paraboloid,T+F+K,4042,learned_latent,,,,
1.0,0.7149999737739563,0.9955105014614292,0.4892743826127819,paraboloid,T+F+K,4042,learned_latent,1.694207604333837,0.22987081110477448,,
2.0,0.4650000035762787,,,paraboloid,T+F+K,4042,learned_latent,1.9701193201664566,0.22923544049263,,
3.0,0.29499998688697815,,,paraboloid,T+F+K,4042,learned_latent,2.2401871437297975,0.311588853597641,,
4.0,0.17999999225139618,,,paraboloid,T+F+K,4042,learned_latent,2.0333102563002603,0.26946401596069336,,
5.0,0.11499999463558197,,,paraboloid,T+F+K,4042,learned_latent,2.065176531631432,0.27047938108444214,,
