N,D,K_pairs,surface,condition,seed,ae_loss,drift_loss,diff_loss,recon_per_dim,phase1_converged,E_mu,E_Sigma,MTE@0.1,MTE@0.5,MTE@1.0,W2@1.0,MMD@1.0,survival@1.0
50,201,99,paraboloid,baseline,2042,0.03532397747039795,0.00022417079890146852,8.522719508619048e-05,0.003585810091958117,True,0.4579155445098877,0.8317505121231079,0.6422985977862947,1.6062439300201752,2.2410029514580017,2.15501654584121,0.23571370542049408,0.7849999666213989
50,201,99,paraboloid,K(Phat),2042,0.04290320724248886,0.00013695791858481243,6.028210373187903e-05,0.003585810091958117,True,0.21746867895126343,0.6306644678115845,1.640370277903188,2.2707211001888736,2.682236398101612,2.4140494856612253,0.35365453362464905,0.7849999666213989
50,201,99,paraboloid,baseline,3042,0.04635949246585369,0.00019367991626495495,7.211926276795566e-05,0.004636441890280045,True,0.28654345870018005,0.4473848342895508,0.6916419982910156,1.4096908569335938,2.348551295747693,2.412401147918994,0.2764894366264343,0.7450000047683716
50,201,99,paraboloid,K(Phat),3042,0.020911860279738903,0.00012176024392829277,2.952567137981532e-05,0.004636441890280045,True,0.1096457839012146,0.20013868808746338,0.6497955322265625,1.3003994485606318,2.0655648660339767,1.9379022470230662,0.24091275036334991,0.7450000047683716
50,201,99,paraboloid,baseline,4042,0.027553047984838486,0.00029382241336861625,8.0715917647467e-05,0.0005250441568407846,True,0.4864156246185303,0.9196305274963379,1.2368189239501952,2.35333989740728,2.765402342143812,2.015476500310391,0.23931559920310974,0.7599999904632568
50,201,99,paraboloid,K(Phat),4042,0.040845250710844994,0.0003430297801969573,5.387819874158595e-05,0.0005250441568407846,True,0.21929386258125305,0.6041386127471924,2.1475189208984373,2.9719509921231113,3.3386951245759664,2.6321562858469876,0.4252336621284485,0.7599999904632568
50,201,99,paraboloid,baseline,5042,0.044253190979361534,0.0001118258987844456,0.00011336390161886811,0.0018526119972342877,True,0.5407238006591797,0.8715235590934753,1.0881216430664062,2.194505424909694,2.7423087724673203,1.850543488856084,0.1801178753376007,0.7649999856948853
50,201,99,paraboloid,K(Phat),5042,0.02139216475188732,0.00012081898603355512,3.7729021642007865e-05,0.0018526119972342877,True,0.30772173404693604,0.6631739139556885,1.1183778381347655,2.232129168766801,2.994632496553309,1.8532484387275208,0.18464715778827667,0.7649999856948853
50,201,99,paraboloid,baseline,6042,0.028050605207681656,0.0002564039750723168,0.00013734877575188875,0.0009289195585013622,True,0.5248638391494751,0.5405926704406738,0.9363927459716797,1.8292044503348215,2.0899215071168666,1.4621644558461102,0.12855111062526703,0.7299999594688416
50,201,99,paraboloid,K(Phat),6042,0.026152160950005054,0.00014333696526591666,0.00010410933100502007,0.0009289195585013622,True,0.2159918248653412,0.5899244546890259,0.95318359375,1.8380901227678572,2.136899765223673,1.3821054025151243,0.127028688788414,0.7299999594688416
50,201,99,paraboloid,baseline,7042,0.040242478251457214,0.00031843779288465157,0.00010640581240295433,0.00046569946689985285,True,0.25986072421073914,0.6813211441040039,1.5357667549171639,2.5891070622269825,2.9360395443984886,1.3994623521789185,0.18149913847446442,0.7649999856948853
50,201,99,paraboloid,K(Phat),7042,0.12315068766474724,0.0002445231002639048,0.00010183920676354319,0.00046569946689985285,True,0.21004047989845276,1.1944124698638916,3.0905436606862438,3.839902159988239,4.12387224583844,2.934963283844555,0.5945138931274414,0.7649999856948853
50,201,99,paraboloid,baseline,8042,0.032308608293533325,0.000581315194722265,0.00017393190501024947,0.0010879146518991954,True,0.7896033525466919,0.8083404898643494,1.250640869140625,2.419662800241024,3.0567458050805816,1.9041132944814492,0.24198265373706818,0.7949999570846558
50,201,99,paraboloid,K(Phat),8042,0.04672746919095516,0.0004109318251721561,7.916270988062024e-05,0.0010879146518991954,True,0.3133973181247711,0.7701057195663452,1.368698272705078,2.471923016487284,3.0721969124656052,1.8309156309819872,0.26815131306648254,0.7949999570846558
