time,ensemble_survival,MTE,RPD,surface,penalty,sim_mode,W2,MMD
0.2,0.9799999594688416,0.08819563534795022,0.10922005972471091,sinusoidal,baseline,learned_ambient,,
0.5,0.9149999618530273,0.13040421699565616,0.11202685555441093,sinusoidal,baseline,learned_ambient,,
1.0,0.8050000071525574,0.22002756817740685,0.1490041587761848,sinusoidal,baseline,learned_ambient,3.3445508863618723,0.09945427626371384
2.0,0.5249999761581421,,,sinusoidal,baseline,learned_ambient,17.201887619727877,0.2487475574016571
3.0,0.32999998331069946,,,sinusoidal,baseline,learned_ambient,38.86195512149888,0.3370766043663025
4.0,0.22499999403953552,,,sinusoidal,baseline,learned_ambient,53.653271824778614,0.37784814834594727
5.0,0.1599999964237213,,,sinusoidal,baseline,learned_ambient,58.191880911890706,0.37714946269989014
0.1,1.0,0.07567844390869141,0.12529551082834897,sinusoidal,T,learned_latent,,
0.2,0.9799999594688416,0.12165898692851164,0.15066053740593283,sinusoidal,T,learned_latent,,
0.5,0.9149999618530273,0.13020972997113003,0.11185977683329472,sinusoidal,T,learned_latent,,
1.0,0.8050000071525574,0.18836423032772467,0.12756153202073225,sinusoidal,T,learned_latent,0.40127828858903525,0.05989760160446167
2.0,0.5249999761581421,,,sinusoidal,T,learned_latent,0.4663335496287054,0.08755973726511002
3.0,0.32999998331069946,,,sinusoidal,T,learned_latent,0.4814944065505182,0.08038198202848434
4.0,0.22499999403953552,,,sinusoidal,T,learned_latent,0.40880391567346247,0.05832048878073692
5.0,0.1599999964237213,,,sinusoidal,T,learned_latent,0.2619890267078519,0.05792155861854553
0.1,1.0,0.04962648868560791,0.08216310919371864,sinusoidal,T,learned_ambient,,
0.2,0.9799999594688416,0.07295180340202487,0.09034234282864324,sinusoidal,T,learned_ambient,,
0.5,0.9149999618530273,0.130070180840831,0.11173989382166424,sinusoidal,T,learned_ambient,,
1.0,0.8050000071525574,0.19960784912109375,0.13517578678791325,sinusoidal,T,learned_ambient,5.36071691153243,0.08030036836862564
2.0,0.5249999761581421,,,sinusoidal,T,learned_ambient,6.42718353801129,0.2101728916168213
3.0,0.32999998331069946,,,sinusoidal,T,learned_ambient,12.787091825510059,0.3042958080768585
4.0,0.22499999403953552,,,sinusoidal,T,learned_ambient,1343581.5165934495,0.371833473443985
5.0,0.1599999964237213,,,sinusoidal,T,learned_ambient,20.069841008403728,0.3785110414028168
0.1,1.0,0.08424878120422363,0.1394848193547051,sinusoidal,K,learned_latent,,
0.2,0.9799999594688416,0.13322139272884448,0.1649792352314148,sinusoidal,K,learned_latent,,
0.5,0.9149999618530273,0.14270994050906655,0.12259838109468747,sinusoidal,K,learned_latent,,
1.0,0.8050000071525574,0.20559953014302698,0.13923339374018637,sinusoidal,K,learned_latent,0.41951294584316623,0.06522805243730545
2.0,0.5249999761581421,,,sinusoidal,K,learned_latent,0.5044059352247653,0.09649331867694855
3.0,0.32999998331069946,,,sinusoidal,K,learned_latent,0.5220305221119366,0.08779766410589218
4.0,0.22499999403953552,,,sinusoidal,K,learned_latent,0.43781246633814663,0.0630478709936142
5.0,0.1599999964237213,,,sinusoidal,K,learned_latent,0.29399784543868207,0.06484312564134598
0.1,1.0,0.04888411521911621,0.08093401332565724,sinusoidal,K,learned_ambient,,
0.2,0.9799999594688416,0.07694192808501575,0.09528364921490577,sinusoidal,K,learned_ambient,,
0.5,0.9149999618530273,0.13968678250338862,0.12000126504259291,sinusoidal,K,learned_ambient,,
1.0,0.8050000071525574,0.20448909783215255,0.13848140146153548,sinusoidal,K,learned_ambient,4.017243024434956,0.1058996319770813
2.0,0.5249999761581421,,,sinusoidal,K,learned_ambient,10.50988484843463,0.2757907509803772
3.0,0.32999998331069946,,,sinusoidal,K,learned_ambient,34.80562412279342,0.3846500515937805
4.0,0.22499999403953552,,,sinusoidal,K,learned_ambient,27.814960442917066,0.39694398641586304
5.0,0.1599999964237213,,,sinusoidal,K,learned_ambient,40.275274680165204,0.403337299823761
0.1,1.0,0.08745865821838379,0.14479918840635503,sinusoidal,T+K,learned_latent,,
0.2,0.9799999594688416,0.1404156392934371,0.17388847474603625,sinusoidal,T+K,learned_latent,,
0.5,0.9149999618530273,0.14640149392716872,0.12576969818142633,sinusoidal,T+K,learned_latent,,
1.0,0.8050000071525574,0.21862750319960694,0.14805602529465278,sinusoidal,T+K,learned_latent,0.4375488858697403,0.07283905893564224
2.0,0.5249999761581421,,,sinusoidal,T+K,learned_latent,0.5522132762277333,0.1128484457731247
3.0,0.32999998331069946,,,sinusoidal,T+K,learned_latent,0.5439972802091252,0.09718943387269974
4.0,0.22499999403953552,,,sinusoidal,T+K,learned_latent,0.4628493819572304,0.07011725753545761
5.0,0.1599999964237213,,,sinusoidal,T+K,learned_latent,0.337620857628847,0.07711057364940643
0.1,1.0,0.050121421813964846,0.08298253538617809,sinusoidal,T+K,learned_ambient,,
0.2,0.9799999594688416,0.07659997745436065,0.09486018304046633,sinusoidal,T+K,learned_ambient,,
0.5,0.9149999618530273,0.1364295104813706,0.11720302775610861,sinusoidal,T+K,learned_ambient,,
1.0,0.8050000071525574,0.20584632447047263,0.13940052452955237,sinusoidal,T+K,learned_ambient,3.895953753849826,0.0968576967716217
2.0,0.5249999761581421,,,sinusoidal,T+K,learned_ambient,10.524465464863308,0.24978986382484436
3.0,0.32999998331069946,,,sinusoidal,T+K,learned_ambient,31.888983593250043,0.37243297696113586
4.0,0.22499999403953552,,,sinusoidal,T+K,learned_ambient,42.73387072668533,0.393301397562027
5.0,0.1599999964237213,,,sinusoidal,T+K,learned_ambient,56.271451859456064,0.3896666467189789
0.1,1.0,0.04570794105529785,0.07567544372801094,sinusoidal,T+F,learned_latent,,
0.2,0.9799999594688416,0.08089591045768893,0.10018019754397062,sinusoidal,T+F,learned_latent,,
0.5,0.9149999618530273,0.07558779898888426,0.06493550311555996,sinusoidal,T+F,learned_latent,,
1.0,0.8050000071525574,0.11514270379676582,0.07797541853764042,sinusoidal,T+F,learned_latent,0.29688823921358826,0.033987320959568024
2.0,0.5249999761581421,,,sinusoidal,T+F,learned_latent,0.3258394056671507,0.050284672528505325
3.0,0.32999998331069946,,,sinusoidal,T+F,learned_latent,0.3334465180835211,0.04572669789195061
