surface,config,seed,ae_loss,MTE@0.1,MTE@0.5,MTE@1.0,W2@1.0,sW2@0.5,sW2@1.0,MMD@1.0,survival@1.0,stopped@1.0,E_mu_held,drift_loss_final
hyperbolic_paraboloid,T+F,2042,0.00989710632711649,0.8986839409449592,2.2102832165393203,2.8469545400826033,1.4885867898731204,1.0361853590197938,1.8036743672912985,0.18077751994132996,0.7849999666213989,0.23499999940395355,0.04290717840194702,0.017825577408075333
hyperbolic_paraboloid,T+F+S,2042,0.00989710632711649,0.8986116342209093,2.1826383150540867,2.860573155105494,1.5225635338033627,0.9338141055468572,1.704724189862945,0.19576607644557953,0.7849999666213989,0.23499999940395355,0.10503916442394257,0.16431757807731628
hyperbolic_paraboloid,T+F,3042,0.0020072301849722862,0.47879093170166015,1.050385682479195,1.5896738551607068,1.0397543769740352,0.4707397093534249,0.779104450337944,0.1671167016029358,0.7450000047683716,0.23999999463558197,0.016986312344670296,0.015694260597229004
hyperbolic_paraboloid,T+F+S,3042,0.0020072301849722862,0.4773990631103516,1.1215558259383491,1.8196910883756292,1.05475061599594,0.45545588465643266,0.8809697464598757,0.186187282204628,0.7450000047683716,0.23999999463558197,0.061058782041072845,0.22944799065589905
hyperbolic_paraboloid,T+F,4042,0.002596868434920907,0.9194004821777344,1.881740192790608,2.3197581642552425,0.9857578326509884,0.6965073236438074,1.3259381599323108,0.15319858491420746,0.7599999904632568,0.29999998211860657,0.049055229872465134,0.01841168850660324
hyperbolic_paraboloid,T+F+S,4042,0.002596868434920907,0.9169024658203125,1.8311100215702267,2.248732717413651,0.9818183881062261,0.6570989270787998,1.2760834985237337,0.13305462896823883,0.7599999904632568,0.29999998211860657,0.1187172383069992,0.24055597186088562
hyperbolic_paraboloid,T+F,5042,0.0022063336800783873,0.8341555786132813,1.893516622563844,2.5748677970537175,1.2615346192578953,0.7804451610248051,1.3681903343549597,0.1709245890378952,0.7649999856948853,0.26499998569488525,0.049587592482566833,0.007838664576411247
hyperbolic_paraboloid,T+F+S,5042,0.0022063336800783873,0.8399918365478516,1.8945430632560485,2.685980104932598,1.4755770578154888,0.8471078613600799,1.4959551545331162,0.1508852243423462,0.7649999856948853,0.26499998569488525,0.31156158447265625,0.44803696870803833
hyperbolic_paraboloid,T+F,6042,0.009922116994857788,0.8961375427246093,2.0477291434151788,2.815555938302654,1.4689802019209366,0.9771556292241466,1.7308511255787764,0.2509269118309021,0.7299999594688416,0.3050000071525574,0.04073457047343254,0.013722551986575127
hyperbolic_paraboloid,T+F+S,6042,0.009922116994857788,0.8980229187011719,1.9643926130022322,2.693084507772367,1.2837335525395224,0.8596465330562565,1.467118206376472,0.21220356225967407,0.7299999594688416,0.3050000071525574,0.20218190550804138,0.25055086612701416
